ICD-9,DiseaseName
75461,Congenital pes planus 
75462,Talipes calcaneovalgus 
75469,Other valgus deformities of feet 
75470,"Talipes, unspecified "
75471,Talipes cavus 
75479,Other deformities of feet 
75481,Pectus excavatum 
75482,Pectus carinatum 
75489,Other specified nonteratogenic anomalies 
75500,"Polydactyly, unspecified digits "
75501,Polydactyly of fingers 
75502,Polydactyly of toes 
75510,Syndactyly of multiple and unspecified sites 
75511,Syndactyly of fingers without fusion of bone 
75512,Syndactyly of fingers with fusion of bone 
75513,Syndactyly of toes without fusion of bone 
75514,Syndactyly of toes with fusion of bone 
75520,Unspecified reduction deformity of upper limb 
75521,Transverse deficiency of upper limb 
75522,"Longitudinal deficiency of upper limb, not elsewhere classified "
75523,"Longitudinal deficiency, combined, involving humerus, radius, and ulna (complete or incomplete) "
75524,"Longitudinal deficiency, humeral, complete or partial (with or without distal deficiencies, incomplete) "
75525,"Longitudinal deficiency, radioulnar, complete or partial (with or without distal deficiencies, incomplete) "
75526,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete) "
75527,"Longitudinal deficiency, ulnar, complete or partial (with or without distal deficiencies, incomplete) "
75528,"Longitudinal deficiency, carpals or metacarpals, complete or partial (with or without incomplete phalangeal deficiency) "
75529,"Longitudinal deficiency, phalanges, complete or partial "
75530,Unspecified reduction deformity of lower limb 
75531,Transverse deficiency of lower limb 
75532,"Longitudinal deficiency of lower limb, not elsewhere classified "
75533,"Longitudinal deficiency, combined, involving femur, tibia, and fibula (complete or incomplete) "
75534,"Longitudinal deficiency, femoral, complete or partial (with or without distal deficiencies, incomplete) "
75535,"Longitudinal deficiency, tibiofibular, complete or partial (with or without distal deficiencies, incomplete) "
75536,"Longitudinal deficiency, tibia, complete or partial (with or without distal deficiencies, incomplete) "
75537,"Longitudinal deficiency, fibular, complete or partial (with or without distal deficiencies, incomplete) "
75538,"Longitudinal deficiency, tarsals or metatarsals, complete or partial (with or without incomplete phalangeal deficiency) "
75539,"Longitudinal deficiency, phalanges, complete or partial "
7554," Reduction deformities, unspecified limb "
75550,Unspecified anomaly of upper limb 
75551,Congenital deformity of clavicle 
75552,Congenital elevation of scapula 
75553,Radioulnar synostosis 
75554,Madelung's deformity 
75555,Acrocephalosyndactyly 
75556,Accessory carpal bones 
75557,Macrodactylia (fingers) 
75558,"Cleft hand, congenital "
75559,"Other anomalies of upper limb, including shoulder girdle "
75560,Unspecified anomaly of lower limb 
75561,"Coxa valga, congenital "
75562,"Coxa vara, congenital "
75563,Other congenital deformity of hip (joint) 
75564,Congenital deformity of knee (joint) 
75565,Macrodactylia of toes 
75566,Other anomalies of toes 
75567,"Anomalies of foot, not elsewhere classified "
75569,"Other anomalies of lower limb, including pelvic girdle "
7558, Other specified anomalies of unspecified limb 
7559, Unspecified anomaly of unspecified limb 
7560, Anomalies of skull and face bones 
75610,"Anomaly of spine, unspecified "
75611,"Spondylolysis, lumbosacral region "
75612,Spondylolisthesis 
75613,"Absence of vertebra, congenital "
75614,Hemivertebra 
75615,"Fusion of spine (vertebra), congenital "
75616,Klippel-Feil syndrome 
75617,Spina bifida occulta 
75619,Other anomalies of spine 
7562, Cervical rib 
7563, Other anomalies of ribs and sternum 
7564, Chondrodystrophy 
75650,"Congenital osteodystrophy, unspecified "
75651,Osteogenesis imperfecta 
75652,Osteopetrosis 
75653,Osteopoikilosis 
75654,Polyostotic fibrous dysplasia of bone 
75655,Chondroectodermal dysplasia 
75656,Multiple epiphyseal dysplasia 
75659,Other osteodystrophies 
7566, Anomalies of diaphragm 
75670,"Anomaly of abdominal wall, unspecified "
75671,Prune belly syndrome 
75672,Omphalocele 
75673,Gastroschisis 
75679,Other congenital anomalies of abdominal wall 
75681,Absence of muscle and tendon 
75682,Accessory muscle 
75683,Ehlers-Danlos syndrome 
75689,"Other specified anomalies of muscle, tendon, fascia, and connective tissue "
7569, Other and unspecified anomalies of musculoskeletal system 
7570, Hereditary edema of legs 
7571, Ichthyosis congenita 
7572, Dermatoglyphic anomalies 
75731,Congenital ectodermal dysplasia 
75732,Vascular hamartomas 
75733,Congenital pigmentary anomalies of skin 
75739,Other specified anomalies of skin 
7574, Specified anomalies of hair 
7575, Specified anomalies of nails 
7576, Specified congenital anomalies of breast 
7578, Other specified anomalies of the integument 
7579, Unspecified congenital anomaly of the integument 
7580, Down's syndrome 
7581, Patau's syndrome 
7582, Edwards' syndrome 
75831,Cri-du-chat syndrome 
75832,Velo-cardio-facial syndrome 
75833,Other microdeletions 
75839,Other autosomal deletions 
7584, Balanced autosomal translocation in normal individual 
7585, Other conditions due to autosomal anomalies 
7586, Gonadal dysgenesis 
7587, Klinefelter's syndrome 
75881,Other conditions due to sex chromosome anomalies 
75889,Other conditions due to chromosome anomalies 
7589, Conditions due to anomaly of unspecified chromosome 
7590, Anomalies of spleen 
7591, Anomalies of adrenal gland 
7592, Anomalies of other endocrine glands 
7593, Situs inversus 
7594, Conjoined twins 
7595, Tuberous sclerosis 
7596," Other hamartoses, not elsewhere classified "
7597," Multiple congenital anomalies, so described "
75981,Prader-Willi syndrome 
75982,Marfan syndrome 
75983,Fragile X syndrome 
75989,Other specified congenital anomalies 
7599," Congenital anomaly, unspecified "
7600, Maternal hypertensive disorders affecting fetus or newborn 
7601, Maternal renal and urinary tract diseases affecting fetus or newborn 
7602, Maternal infections affecting fetus or newborn 
7603, Other chronic maternal circulatory and respiratory diseases affecting fetus or newborn 
7604, Maternal nutritional disorders affecting fetus or newborn 
7605, Maternal injury affecting fetus or newborn 
76061,Newborn affected by amniocentesis 
76062,Newborn affected by other in utero procedure 
76063,Newborn affected by other surgical operations on mother during pregnancy 
76064,Newborn affected by previous surgical procedure on mother not associated with pregnancy 
76070,Unspecified noxious substance affecting fetus or newborn via placenta or breast milk 
76071,Alcohol affecting fetus or newborn via placenta or breast milk 
76072,Narcotics affecting fetus or newborn via placenta or breast milk 
76073,Hallucinogenic agents affecting fetus or newborn via placenta or breast milk 
76074,Anti-infectives affecting fetus or newborn via placenta or breast milk 
76075,Cocaine affecting fetus or newborn via placenta or breast milk 
76076,Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk 
76077,Anticonvulsants affecting fetus or newborn via placenta or breast milk 
76078,Antimetabolic agents affecting fetus or newborn via placenta or breast milk 
76079,Other noxious influences affecting fetus or newborn via placenta or breast milk 
7608, Other specified maternal conditions affecting fetus or newborn 
7609, Unspecified maternal condition affecting fetus or newborn 
7610, Incompetent cervix affecting fetus or newborn 
7611, Premature rupture of membranes affecting fetus or newborn 
7612, Oligohydramnios affecting fetus or newborn 
7613, Polyhydramnios affecting fetus or newborn 
7614, Ectopic pregnancy affecting fetus or newborn 
7615, Multiple pregnancy affecting fetus or newborn 
7616, Maternal death affecting fetus or newborn 
7617, Malpresentation before labor affecting fetus or newborn 
7618, Other specified maternal complications of pregnancy affecting fetus or newborn 
7619, Unspecified maternal complication of pregnancy affecting fetus or newborn 
7620, Placenta previa affecting fetus or newborn 
7621, Other forms of placental separation and hemorrhage affecting fetus or newborn 
7622, Other and unspecified morphological and functional abnormalities of placenta affecting fetus or newborn 
7623, Placental transfusion syndromes affecting fetus or newborn 
7624, Prolapsed umbilical cord affecting fetus or newborn 
7625, Other compression of umbilical cord affecting fetus or newborn 
7626, Other and unspecified conditions of umbilical cord affecting fetus or newborn 
7627, Chorioamnionitis affecting fetus or newborn 
7628, Other specified abnormalities of chorion and amnion affecting fetus or newborn 
7629, Unspecified abnormality of chorion and amnion affecting fetus or newborn 
7630, Breech delivery and extraction affecting fetus or newborn 
7631," Other malpresentation, malposition, and disproportion during labor and delivery affecting fetus or newborn "
7632, Forceps delivery affecting fetus or newborn 
7633, Delivery by vacuum extractor affecting fetus or newborn 
7634, Cesarean delivery affecting fetus or newborn 
7635, Maternal anesthesia and analgesia affecting fetus or newborn 
7636, Precipitate delivery affecting fetus or newborn 
7637, Abnormal uterine contractions affecting fetus or newborn 
76381,Abnormality in fetal heart rate or rhythm before the onset of labor 
76382,Abnormality in fetal heart rate or rhythm during labor 
76383,"Abnormality in fetal heart rate or rhythm, unspecified as to time of onset "
76384,Meconium passage during delivery 
76389,Other specified complications of labor and delivery affecting fetus or newborn 
7639, Unspecified complication of labor and delivery affecting fetus or newborn 
76400,"""Light-for-dates"" without mention of fetal malnutrition, unspecified [weight] "
76401,"""Light-for-dates"" without mention of fetal malnutrition, less than 500 grams "
76402,"""Light-for-dates"" without mention of fetal malnutrition, 500-749 grams "
76403,"""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams "
76404,"""Light-for-dates"" without mention of fetal malnutrition, 1,000- 1,249 grams "
76405,"""Light-for-dates""without mention of fetal malnutrition, 1,250- 1,499 grams "
76406,"""Light-for-dates"" without mention of fetal malnutrition, 1,500- 1,749 grams "
76407,"""Light-for-dates"" without mention of fetal malnutrition, 1,750- 1,999 grams "
76408,"""Light-for-dates"" without mention of fetal malnutrition, 2,000- 2,499 grams "
76409,"""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over "
76410,"""Light-for-dates"" with signs of fetal malnutrition, unspecified [weight] "
76411,"""Light-for-dates"" with signs of fetal malnutrition, less than 500 grams "
76412,"""Light-for-dates""with signs of fetal malnutrition, 500-749 grams "
76413,"""Light-for-dates"" with signs of fetal malnutrition, 750-999 grams "
76414,"""Light-for-dates"" with signs of fetal malnutrition, 1,000-1,249 grams "
76415,"""Light-for-dates"" with signs of fetal malnutrition, 1,250-1,499 grams "
76416,"""Light-for-dates"" with signs of fetal malnutrition, 1,500-1,749 grams "
76417,"""Light-for-dates"" with signs of fetal malnutrition, 1,750-1,999 grams "
76418,"""Light-for-dates""with signs of fetal malnutrition, 2,000-2,499 grams "
76419,"""Light-for-dates""with signs of fetal malnutrition, 2,500 grams and over "
76420,"Fetal malnutrition without mention of ""light-for-dates"", unspecified [weight] "
76421,"Fetal malnutrition without mention of ""light-for-dates"", less than 500 grams "
76422,"Fetal malnutrition without mention of ""light-for-dates"", 500-749 grams "
76423,"Fetal malnutrition without mention of ""light-for-dates"", 750-999 grams "
76424,"Fetal malnutrition without mention of ""light-for-dates"", 1,000-1,249 grams "
76425,"Fetal malnutrition without mention of ""light-for-dates"", 1,250-1,499 grams "
76426,"Fetal malnutrition without mention of ""light-for-dates"", 1,500-1,749 grams "
76427,"Fetal malnutrition without mention of ""light-for-dates"", 1,750-1,999 grams "
76428,"Fetal malnutrition without mention of ""light-for-dates"", 2,000-2,499 grams "
76429,"Fetal malnutrition without mention of ""light-for-dates"", 2,500 grams and over "
76490,"Fetal growth retardation, unspecified, unspecified [weight] "
76491,"Fetal growth retardation, unspecified, less than 500 grams "
76492,"Fetal growth retardation, unspecified, 500-749 grams "
76493,"Fetal growth retardation, unspecified, 750-999 grams "
76494,"Fetal growth retardation, unspecified, 1,000-1,249 grams "
76495,"Fetal growth retardation, unspecified, 1,250-1,499 grams "
76496,"Fetal growth retardation, unspecified, 1,500-1,749 grams "
76497,"Fetal growth retardation, unspecified, 1,750-1,999 grams "
76498,"Fetal growth retardation, unspecified, 2,000-2,499 grams "
76499,"Fetal growth retardation, unspecified, 2,500 grams and over "
76500,"Extreme immaturity, unspecified [weight] "
76501,"Extreme immaturity, less than 500 grams "
76502,"Extreme immaturity, 500-749 grams "
